Record Number;Title;Priority Country Code;Current Assignee;Assignee;Assignee Original;Current Owner;Publication/Issue Date;Filing/Application Date;CPC;IPC All Versions (IC);Simple Family Members;SFAM All countries;Publication Country;360° Quality;Priority Date;Priority Year;Attorney;Attorney Address;Assignee Country;Inventor Country;No. of Assignees;No. of Inventors;Legal Status (Dead/Alive);Legal Quality;Is Litigated;Is Opposed;Litigation Details;Citation Quality;Intrensic Quality;Market Quality;Record Type;Simple Family ID
IN303058A1;A METHOD AND SYSTEM FOR POWER MANAGEMENT IN SUBSTATIONS;None;ABB TECHNOLOGY LTD  ( SZ );ABB TECHNOLOGY LTD;ABB TECHNOLOGY LTD;ABB LTD;13.nov.18;7-May-2010;None;G05B;IN303058A1 / IN-CHE-2010-01275A;IN;IN;mai.66;07-May-2010;2010;D JAYASEELAN SOLOMON DE PENNING & DE (CHENNAI, INDIA);PENNING 120 VELACHERY MAIN ROAD GUINDY CHENNAI TAMIL NADU INDIA PIN CODE 600 032;SZ;"IN-2; NO-1";1;3;DEAD;0;No;No;None;0;56.61;0;Patent;7,20E+13
US20240378930A1;EARLY COMMIT LATE DETECT ATTACK PREVENTION;US;TEXAS INSTRUMENT INC  ( US );TEXAS INSTRUMENT INC (US);TEXAS INSTR INCORPORATED (US);TEXAS INSTRUMENT INC;14.nov.24;18-Dec-2023;"G07C2009/00555; G07C9/00309";G07C9/00;US2024378930A1;US;US;0;"08-May-2023
18-Aug-2023
18-Dec-2023";2023;None;None;US;NO-3;1;3;ALIVE;0;No;No;None;0;0;0;Application;93380334
USD1020965S;Combined firearm suppressor core and tube;US;MAXIM DEFENSE INDUSTRY LLC;MAXIM DEFENSE IND LLC (US);MAXIM DEFENSE IND LLC (US);MAXIM DEFENSE INDUSTRY LLC;02.apr.24;25-Oct-2021;"F41G1/00; F41G1/22; F41G11/003; F41A21/26; F41C23/00; F41C23/06; F41C23/20; F41C23/14; F41C23/16; F41A35/04; F41A35/02";None;"USD1020965S
 CA212226S";CA, US;US;0;25-Oct-2021;2021;LAW OFFICE OF ARTHUR M ANTONELLI PLLC;None;US;"US-1; NO-1";1;2;ALIVE;0;No;No;None;0;0;0;Design Patent;88558847
US20230175802A1;FIREARM SUPPRESSOR AND SELF-TORQUING FEATURE;US;MAXIM DEFENSE INDUSTRY LLC;MAXIM DEFENSE IND LLC (US);MAXIM DEFENSE IND LLC (US);MAXIM DEFENSE INDUSTRY LLC;08.jun.23;30.aug.22;"F41A21/30; F41A21/325";F41A21/30;US2023175802A1;US;US;0;"30-Aug-2021
25-Oct-2021
25-Oct-2021
30-Aug-2022";2021;None;None;US;"US-1; NO-1";1;2;ALIVE;0;No;No;None;0;0;0;Application;86608414
US11702888B2;Window mill and whipstock connector for a resource exploration and recovery system;US;BAKER HUGHES OILFIELD OPERATIONS INC;BAKER HUGHES OILFIELD OPERATIONS INC (US);BAKER HUGHES OILFIELD OPERATIONS LLC (US);BAKER HUGHES CO;18.jul.23;24.jun.21;"E21B7/061; E21B29/06";"E21B29/06; E21B7/06";US11702888B2 / US2021317705A1;US;US;04.jul;"25-Mar-2020
24-Jun-2021";2020;CANTOR COLBURN LLP;None;US;"US-6; NO-2";1;8;ALIVE;0;No;No;None;mai.65;24.43;0;Patent;78006031
US20210079761A1;SYSTEM AND METHOD FOR HANDLING A KELLY USING A TOP DRIVE;US;SCHLUMBERGER TECHNOLOGY CORP;SCHLUMBERGER TECHNOLOGY CORP (US);SCHLUMBERGER TECHNOLOGY CORP (US);SCHLUMBERGER LTD;18.mar.21;18.sep.19;"E21B17/00; E21B3/04; E21B3/022; E21B3/045; E21B19/04; E21B19/02; E21B19/06; E21B19/00; E21B3/06; E21B41/00";"E21B41/00; E21B3/04";US2021079761A1;US;US;02.jun;18.sep.19;2019;None;None;US;"US-1; NO-1";1;2;DEAD;0;No;No;None;0;20.59;0;Application;74869352
US11775380B2;Data processing systems;EP;ADVANCED RISC MACHINE LTD;ADVANCED RISC MACHINE LTD (GB);ADVANCED RISC MACH LTD (GB);SOFTBANK GROUP;3-Oct-2023;22.jan.21;"G06F11/1004; G06F12/0804; G06F2212/1008";"G06F11/10; G06F12/0804";US11775380B2 / US2022147416A1;US;US;feb.15;12.nov.20;2020;VIERRA MAGEN MARCUS LLP;None;GB;"GB-3; NO-1";1;4;ALIVE;0;No;No;None;0;21.49;0;Patent;73694952
TWD194605S;RIM;EM;VOLVO CAR CORP;VOLVO CAR CORP;"VOLVO CAR CORP (SE); VOLVO CAR CORPORATION";ZHEJIANG GEELY HOLDING GROUP CO LTD;11-Dec-2018;24-May-2018;None;None;"USD862351S
 TWD194605S";US, TW;TW;14.83;30.nov.17;2017;???;???;SE;None;1;1;ALIVE;31;No;No;None;07.mai;18.jul;13.35;Design Patent;68071652
DE102018104067B4;Method for producing a deformation device and deformation device;DE;BENTELER AUTOMOBILTECHNIK GMBH  ( DE );BENTELER AUTOMOBILTECHNIK GMBH (DE);BENTELER AUTOMOBILTECHNIK GMBH (DE);BENTELER INTERNATIONAL AG;2-Oct-2024;22.feb.18;"B60R2019/182; B60R19/18";"B60R19/34; B60R19/18; B60R19/26";DE102018104067A1 / DE102018104067B4;DE;DE;jul.57;22.feb.18;2018;PATENTSHIP PATENTANWALTSGESELLSCHAFT MBH (MÜNCHEN, DE);None;DE;"DE-2; NO-2";1;4;ALIVE;18.38;No;No;None;0;22.47;05.mai;Patent;67481652
US20180124354A1;AUTOMATED CONFIGURATION OF BEHAVIOR OF A TELEPRESENCE SYSTEM BASED ON SPATIAL DETECTION OF TELEPRESENCE COMPONENTS;US;CISCO TECHNOLOGY INC;CISCO TECHNOLOGY INC (US);CISCO TECH INC (US);CISCO SYSTEM INC;3-May-2018;31-Oct-2016;"H04R2430/20; H04R3/005; H04N7/142; H04R1/403; H04N7/147; H04R1/406; H04N7/15";"H04N7/14; H04N7/15; H04R1/40";"US9942513B1 / US2018124354A1
 US10440322B2 / US2018192002A1";US;US;13.99;31-Oct-2016;2016;"EDELL SHAPIRO & FINNAN LLC; EDELL SHAPIRO FINNAN LLC";None;US;NO-4;1;4;ALIVE;21.mai;No;No;None;okt.59;25.29;sep.75;Application;61801353
USD773501S;Display screen with animated graphical user interface;US;MICROSOFT CORP  ( US );MICROSOFT CORP (US);MICROSOFT CORP (US);MICROSOFT CORP;6-Dec-2016;23.jun.14;"H04M1/172561; H04M1/72519; H04M1/72547; H04M1/72552; H04M1/72555; H04N1/00196; G06F17/211; G06F17/212; G06F19/3406; G06Q30/0601; G06Q30/0641; A61B5/02; A63F13/53; A63F2300/308; A63F2300/66; A63F2300/8082";None;USD773501S;US;US;22.86;23.jun.14;2014;BANNER & WITCOFF LTD;None;US;NO-2;1;2;ALIVE;33.5;No;No;None;27.mai;26.84;aug.25;Design Patent;57395952
GB2553505B;Processing data from a subsea oil and gas production system;GB;AKER SOLUTIONS LTD;AKER SOLUTIONS LTD (GB);AKER SOLUTIONS LTD (GB);AKER SOLUTIONS ASA;24.jun.20;29.aug.16;"E21B47/12; E21B47/007; E21B47/001; G06F13/40; G06F13/385; G06F13/382; E21B44/00; E21B41/00";"E21B41/00; E21B44/00; E21B47/00; E21B47/12; G06F13/38; G06F13/40";GB2553505A / GB2553505B / GB201614614D0;GB;GB;18.79;29.aug.16;2016;None;None;GB;NO-2;1;2;ALIVE;30.mai;No;No;None;22.feb;28.18;03.mar;Patent;57119753
US9544561B2;Interactive projector and interactive projection system;JP;SEIKO EPSON CORP;SEIKO EPSON CORP (JP);SEIKO EPSON CORP (JP);SEIKO GROUP;10.jan.17;23.mar.16;"G06F3/0325; H04N9/74; H04N9/31; G06F3/0346; H04N9/3194";"H04N9/31; G06F3/03; G06F3/0346; H04N9/74";"US9544561B2 / US2016286191A1
 JP6451446B2 / JP2016186675A";US, JP;US;14.14;27.mar.15;2015;ALG INTELLECTUAL PROPERTY LLC;None;JP;NO-2;1;2;ALIVE;28;No;No;None;apr.63;13.65;17.75;Patent;56975953
US20160143613A1;METHOD, APPARATUS, AND ARTICLE FOR ULTRASOUND BLOOD FLOW MEASUREMENT;US;GENERAL ELECTRIC CO;GENERAL ELECTRIC CO (US);GEN ELECTRIC (US);GENERAL ELECTRIC CO;26-May-2016;21.nov.14;"A61B8/5246; A61B8/4444; A61B8/488; A61B8/06; A61B8/4405; G06T2207/10132; G06T2207/30104; G06T7/269";"A61B8/06; A61B8/00; A61B8/08";US2016143613A1;US;US;02.jun;21.nov.14;2014;None;None;US;NO-2;1;2;DEAD;0;No;No;None;0;20.63;0;Application;56009052
USD749121S;Display screen with graphical user interface;US;MICROSOFT CORP  ( US );MICROSOFT CORP (US);MICROSOFT CORP (US);MICROSOFT CORP;09.feb.16;23.jun.14;"H04N5/4453; H04N21/47; G06F3/041; G06F3/0416; G06F3/048; G06F3/04812; G06F3/04817; G06F3/0482; G06F3/0488; G06F3/04883; G06F3/0581; G09G5/00";None;USD749121S;US;US;des.59;23.jun.14;2014;"BANNER & WITCOFF LTD; BANNER WITCOFF LTD";None;US;NO-2;1;2;ALIVE;33.5;No;No;None;mar.38;20.67;aug.25;Design Patent;55235953
USD749120S;Display screen with graphical user interface;US;MICROSOFT CORP  ( US );MICROSOFT CORP (US);MICROSOFT CORP (US);MICROSOFT CORP;09.feb.16;23.jun.14;"H04N5/4453; H04N21/47; G06F3/041; G06F3/0416; G06F3/048; G06F3/04812; G06F3/04817; G06F3/0482; G06F3/0488; G06F3/04883; G06F3/0581; G09G5/00";None;USD749120S;US;US;des.29;23.jun.14;2014;"BANNER & WITCOFF LTD; BANNER WITCOFF LTD";None;US;NO-2;1;2;ALIVE;33.5;No;No;None;feb.62;20.67;aug.25;Design Patent;55235952
US9182958B2;Software code profiling;US;ATMEL CORP  ( US ),MICROCHIP TECHNOLOGY INC ,MICROSEMI CORP ,MICROSEMI STORAGE SOLUTIONS INC ,SILICON STORAGE TECHNOLOGY INC;ATMEL CORP (US);ATMEL CORP (US);MICROCHIP TECHNOLOGY INC;10.nov.15;03.sep.13;"G06F11/3419; G06F8/443; G06F11/3466; G06F2201/88";"G06F9/44; G06F9/45";US9182958B2 / US2015067661A1;US;US;mai.24;03.sep.13;2013;"FISH & RICHARDSON PC; FISH RICHARDSON PC";None;US;NO-1;1;1;DEAD;0;No;No;None;jun.84;25.jan;0;Patent;52585153
US20110255249A1;HIGH DENSITY FLEXIBLE FOLDABLE INTERCONNECT;US;GENERAL ELECTRIC CO;GENERAL ELECTRIC CO (US);GEN ELECTRIC (US);GENERAL ELECTRIC CO;20-Oct-2011;20.apr.10;"A61B1/00114; H05K1/0218; H05K2201/055; H05K2201/09063; H05K1/028";H05K1/02;US2011255249A1;US;US;13.mar;20.apr.10;2010;None;None;US;"US-2; NO-1";1;3;DEAD;0;No;No;None;27.25;23.96;0;Application;44788052
USD629582S;Transportation device for plants to be used in a greenhouse;EM;PLANTAGON INTERNATIONAL AB;PLANTAGON INT AB (SE);PLANTAGON INT AB (SE);PLANTAGON INTERNATIONAL AB;21-Dec-2010;25.nov.09;None;None;USD629582S;US;US;nov.92;27-May-2009;2009;DICKSTEIN SHAPIRO LLP;None;SE;NO-1;1;1;ALIVE;33.5;No;No;None;feb.45;17.67;aug.25;Design Patent;43333852
US20110080807A1;METHOD FOR COLLISION RISK MITIGATION USING INTELLIGENT NON-INVASIVE ULTRASONIC SENSORS FOR DIRECTIONAL DRILLING;US;CLAMPON INC;CLAMPON INC (US);CLAMPON INC (US);CLAMPON INC;07.apr.11;2-Oct-2009;"E21B47/09; E21B7/10; E21B7/06; E21B47/0224; E21B7/04; G01V1/42; G01V1/001; G01N29/12";G01V1/00;"US2011080807A1
 GB2474130A / GB201016537D0
 NO20101364A1";US, GB, NO;US;jun.44;02-Oct-2009;2009;None;None;US;"NO-2; US-3";1;5;DEAD;0;No;No;None;mai.25;19.38;8;Application;43243352
US7775982B2;Method and system for sub-aperture processing;US;GENERAL ELECTRIC CO  ( US );GENERAL ELECTRIC CO (US);GEN ELECTRIC (US);GENERAL ELECTRIC CO;17.aug.10;15-Dec-2006;"A61B8/4494; G01S15/8925; G01S15/8927; G10K11/341";G01N9/24;US7775982B2 / US2008146938A1;US;US;24.32;15-Dec-2006;2006;KLINDTWORTH JASON K;None;US;"US-3; AT-2; NO-1";1;6;ALIVE;33.5;No;No;None;29.59;33.11;aug.25;Patent;39528352
NO338937B1;Procedure for generating security code.;NO;SIGNICAT AS;ALLCLEAR ID INC (US);ALLCLEAR ID INC (US);SIGNICAT AS;31-Oct-2016;09.aug.07;"G06F21/32; G06F21/31; G06F21/34";"G06F21/00; G06F21/31; G06F21/30; G06F21/32; G06F21/34";NO338937B1 / NO20074124L;NO;NO;aug.96;"11-Jan-2005
11-Jan-2006
09-Aug-2007";2005;BRYN AARFLOT AS (NO);POSTBOKS 449 SENTRUM 0104 OSLO NORGE;US;NO-2;1;2;ALIVE;33.5;No;No;None;0;18.jan;01.mai;Patent;38792420
DE102007021231A1;Position sensor for determining the position of a gear selector in an automatic gearbox comprises magnets arranged along a moving direction of a moving object, Hall sensors displaced in the moving direction and a control device;DE;SCHAEFFLER TECHNOLOGY GMBH & CO KG;LUK LAMELLEN UND KUPPLUNGSBAU GMBH (DE);LUK LAMELLEN & KUPPLUNGSBAU (DE);SCHAEFFLER GROUP;29.nov.07;7-May-2007;"G01D5/145; F16H59/105; F16H59/70";G01B7/02;DE102007021231A1;DE;DE;sep.21;"26-May-2006
07-May-2007";2006;None;None;DE;"DE-1; NO-1";1;2;DEAD;0;No;No;None;20.aug;aug.84;0;Application;38622453
USD536607S;Clamp for pipes;NO;FMC KONGSBERG SUBSEA AS;BEKKEVOLD KNUT HAVARD;BEKKEVOLD KNUT HAVARD;TECHNIPFMC PLC;13.feb.07;19-May-2004;None;None;"USD536607S
 AU158230S";US, AU;US;13.19;28.nov.03;2003;ABEL CHRISTIAN D;None;None;NO-1;1;1;DEAD;0;No;No;None;25.mar;18.67;4;Design Patent;37719952
US7379391B2;Marine seismic air gun timing;US;WESTERNGECO LLC;WESTERNGECO LLC (US);WESTERNGECO LLC (US);SCHLUMBERGER LTD;27-May-2008;18.nov.05;"G01V1/38; G01V1/02";G01V1/38;"US7379391B2 / US2007115757A1
 GB0622799D0 / GB2432421A / GB2432421B
 NO20065298L";GB, NO, US;US;11.sep;18.nov.05;2005;"GRIFFIN JEFFREY E; GRIFFIN JEFFREY E YE LIANGANG MARK; YE LIANGANG MARK";None;US;"NO-1; GB-1";1;2;DEAD;0;No;No;None;17.aug;26.71;8;Patent;37605352
US7293129B2;Flexible routing and addressing;US;SUN MICROSYSTEMS INC;SUN MICROSYSTEMS INC (US);SUN MICROSYSTEMS INC (US);ORACLE CORP;06.nov.07;1-Dec-2005;G06F13/404;G06F13/00;US7293129B2 / US2006242354A1;US;US;25.38;"22-Apr-2005
01-Dec-2005";2005;"PARK VAUGHAN & FLEMING LLP; PARK VAUGHAN FLEMING LLP";None;US;NO-2;1;2;ALIVE;33.5;No;No;None;35;22.mai;aug.25;Patent;37188415
US7565463B2;Scalable routing and addressing;US;ORACLE AMERICA INC;SUN MICROSYSTEMS INC (US);SUN MICROSYSTEMS INC (US);ORACLE CORP;21.jul.09;1-Dec-2005;"H04L45/566; G06F13/4022; H04L45/00";"G06F3/00; H04L12/28";US7565463B2 / US2006242333A1;US;US;28.63;"22-Apr-2005
01-Dec-2005";2005;"PARK VAUGHAN & FLEMING LLP; PARK VAUGHAN FLEMING LLP";None;US;NO-2;1;2;ALIVE;33.5;No;No;None;41.68;27.83;aug.25;Patent;37188405
US7574536B2;Routing direct memory access requests using doorbell addresses;US;ORACLE AMERICA INC;SUN MICROSYSTEMS INC (US);SUN MICROSYSTEMS INC (US);ORACLE CORP;11.aug.09;1-Dec-2005;G06F13/28;"G06F13/28; G06F3/00; G06F15/167";US7574536B2 / US2006242332A1;US;US;28.39;"22-Apr-2005
01-Dec-2005";2005;"PARK VAUGHAN & FLEMING LLP; PARK VAUGHAN FLEMING LLP";None;US;NO-2;1;2;ALIVE;33.5;No;No;None;40.75;29.13;aug.25;Patent;37188404
US7620741B2;Proxy-based device sharing;US;ORACLE AMERICA INC;SUN MICROSYSTEMS INC (US);SUN MICROSYSTEMS INC (US);ORACLE CORP;17.nov.09;1-Dec-2005;"G06F13/4004; Y02D10/00";"G06F3/00; G06F13/14; G06F13/20; G06F13/36; G06F15/177";US7620741B2 / US2006242330A1;US;US;27.14;"22-Apr-2005
01-Dec-2005";2005;"PARK VAUGHAN & FLEMING LLP; PARK VAUGHAN FLEMING LLP";None;US;NO-2;1;2;ALIVE;33.5;No;No;None;37.96;27.83;aug.25;Patent;37188402
US7613864B2;Device sharing;US;ORACLE AMERICA INC;SUN MICROSYSTEMS INC (US);SUN MICROSYSTEMS INC (US);ORACLE CORP;03.nov.09;1-Dec-2005;G06F13/4022;"G06F13/00; G06F13/36";US7613864B2 / US2006242352A1;US;US;27.33;"22-Apr-2005
01-Dec-2005";2005;"PARK VAUGHAN & FLEMING LLP; PARK VAUGHAN FLEMING LLP";None;US;NO-2;1;2;ALIVE;33.5;No;No;None;37.74;30.64;aug.25;Patent;37075105
IN246957A1;PROTEIN EXPRESSION SYSTEM;GB;PROLUME LTD  ( US );PROLUME LTD (US);PROLUME LIMITED (US);PROLUME LTD;25.mar.11;20.jan.06;C12N15/62;C12N15/62;IN246957A1;IN;IN;nov.37;"25-Jun-2003
29-Aug-2003
29-Aug-2003";2003;GROSER & GROSER PATENT & TRADE MARK ATTORNEYS D 1 5 DLF QUTAB ENCLAVE PHASE 1 GURGAON INDIA (GURGAON, IN);None;US;"ES-1; NO-4; GB-1";1;6;ALIVE;25;No;No;None;0;24.19;13.18;Patent;34830840
US20050049973A1;Method and program for automated management of software license usage by monitoring and disabling inactive software products;US;FOSLI OYSTEIN ,HANNEMYR GISLE ,NEDREHAGEN SVEIN ,READ MARK A;"FOSLI OYSTEIN; HANNEMYR GISLE; NEDREHAGEN SVEIN; READ MARK A";"FOSLI OYSTEIN; HANNEMYR GISLE; NEDREHAGEN SVEIN; READ MARK A";FOSLI OYSTEIN, HANNEMYR GISLE, NEDREHAGEN SVEIN, READ MARK A;03.mar.05;02.sep.04;"G06Q10/06; G06F21/10";"G06F21/00; G06Q10/00; G06F17/60";US2005049973A1;US;US;37.42;"02-Sep-2003
02-Sep-2004";2003;JACQUES M DULIN ESQINNOVATION LAW GROUP LTD (SEQUIM, US);NETPORT CENTER SUITE 201 224 W WASHINGTON STREET;None;NO-4;4;4;DEAD;0;No;No;None;78.54;59.99;0;Application;34221753
US20040014531A1;Device for training the correct swing for a club;US;ZIENER GUNDERSEN DAG H;ZIENER GUNDERSEN DAG H;ZIENER GUNDERSEN DAG H;ZIENER GUNDERSEN DAG H;22.jan.04;17.jul.02;"A63B69/3623; A63B2024/0068; A63B2225/74; A63B15/02; A63B24/0062; A63B2225/50; A63B15/00; A63B69/0024; A63B2220/40";"A63B15/00; A63B15/02; A63B24/00; A63B69/00; A63B69/36";US2004014531A1;US;US;31.42;17.jul.02;2002;RUSSELL J EGAN (HOUSTON, US);SUITE 120 908 TOWN & COUNTRY BLVD;None;NO-1;1;1;DEAD;0;No;No;None;63.34;60.87;0;Application;30442953
USD481544S;Frame structure for art work;US;DI LEGGERINI HEINE;DI LEGGERINI HEINE;DI LEGGERINI HEINE;DI LEGGERINI HEINE;04.nov.03;18.apr.02;None;None;USD481544S;US;US;03.apr;18.apr.02;2002;RODMAN & RODMAN;None;None;NO-1;1;1;DEAD;0;No;No;None;04.apr;16.41;0;Design Patent;29269853
US20030140592A1;Stud device for wall constructions;NO;FJELD TORE;FJELD TORE;FJELD TORE;FJELD TORE;31.jul.03;16-Dec-2002;"E04C2003/0452; E04C3/28; E04C2003/0421; E04C2003/0434; E04C3/06";"E04C3/04; E04C3/06; E04C3/28; E04C3/30";US2003140592A1;US;US;29.28;"08-Mar-2000
08-Mar-2001
16-Dec-2002";2000;CHRISTIE PARKER & HALE LLP (PASADENA, US);350 WEST COLORADO BOULEVARD SUITE 500;None;NO-1;1;1;DEAD;0;No;No;None;70.1;des.38;0;Application;29218051
US20020183386A1;Esters of 5-aminolevulinic acid as photosensitizing agents in photochemotherapy;GB;BJORSETH ALF ,GIERSKCKY KARL E ,MOAN JOHAN ,PENG QIAN ,STEEN HARALD ,WARLOE TROND;"BJORSETH ALF; GIERSKCKY KARL E; MOAN JOHAN; PENG QIAN; STEEN HARALD; WARLOE TROND";"BJORSETH ALF; GIERSKCKY KARL E; MOAN JOHAN; PENG QIAN; STEEN HARALD; WARLOE TROND";BJORSETH ALF, GIERSKCKY KARL E, MOAN JOHAN, PENG QIAN, STEEN HARALD, WARLOE TROND;5-Dec-2002;07.jun.02;"A61K49/0021; A61K41/0061; A61K31/22; C07C229/22";"A61K41/00; A61K49/00; C07C229/22; A61K31/22; A61K31/55; A61K31/4453; A61K31/40; C07C229/04";"US6492420B2 / US2001051743A1
 US7247655B2 / US2003203880A1
 US7335684B2 / US2006084701A1
 US2002183386A1";US;US;58.22;"10-Mar-1995
18-Dec-1995
05-Dec-1997
21-Dec-1999
07-Jun-2002";1995;SCHWEGMAN LUNDBERG WOESSNER & KLUTH PA (MINNEAPOLIS, US);PO BOX 2938;None;NO-6;6;6;DEAD;0;No;No;None;84.62;97.64;48.69;Application;27267620
PL6608S2;A set of handles with a narrow plate;None;FAM TECHNIKA ODLEWNICZA SA  ( CHELM ,  PL ),FAM TECHNIKA ODLEWNICZA SA  ( NO );"FAM TECHNIKA ODLEWNICZA SA (CHELM, PL); FAM TECHNIKA ODLEWNICZA SA (NO)";"FAM TECHNIKA ODLEWNICZA SA (CHELM, PL); FAM TECHNIKA ODLEWNICZA SA (NO)";FAM TECHNIKA ODLEWNICZA SA;31-Dec-2004;29.sep.03;None;0806/;"PL4199B1
 PL6608S2";PL;PL;feb.34;29.sep.03;2003;None;None;NO;PL-4;2;4;DEAD;0;No;No;None;0;18.sep;01.mai;Design Patent;9,94E+13
NZ786898A;A HYGIENE CLOTH DISPENSER WITH A VERTICAL MOTION DRIVE MULTI-CYLINDER CARTRIDGE;None;ELVAN ILYAS  ( NO );ELVAN ILYAS (NO);"AYDENIZ HALIL (TR); ELVAN ?LYAS (NO)";ELVAN ILYAS;29.apr.22;26.feb.20;None;A47K10/44;NZ786898A;NZ;NZ;0;26.feb.20;2020;None;None;TR, NO;TR-1;1;1;ALIVE;0;No;No;None;0;0;0;Application;9,60E+13
BR112012013898B1;DEVICE TOOL;NO;PETROLEUM TECHNOLOGY CO AS  ( NO );PETROLEUM TECHNOLOGY CO AS (NO);PETROLEUM TECHNOLOGY COMPANY AS (NO);PETROLEUM TECHNOLOGY CO AS;23.jul.19;7-Dec-2010;None;E21B23/03;None;BR;BR;aug.69;07-Dec-2010;2010;None;None;NO;None;1;2;ALIVE;33.5;No;No;None;0;14.97;jan.65;Patent;9,31E+13
SE2150144A1;None;None;UNIV STAVANGER  ( NO );UNIV STAVANGER (NO);THE UNIVERSITY OF STAVANGER (NO);UNIV STAVANGER;None;10.feb.21;None;None;SE2150144A1;SE;SE;feb.22;10.feb.21;2021;BRANN AB (SE);BOX 3690 103 59 STOCKHOLM SE;NO;None;1;0;ALIVE;03.mai;No;No;None;0;11.sep;01.jan;Application;8,70E+13
SE1750999A1;None;None;EGIL LAUVSLAND  ( NO );EGIL LAUVSLAND (NO);EGIL LAUVSLAND (NO);EGIL LAUVSLAND;None;17.aug.17;None;None;SE1750999A1;SE;SE;apr.62;17.aug.17;2017;AWAPATENT AB (SE);BOX 11394 404 28 GÖTEBORG SE;NO;None;1;0;ALIVE;15.mai;No;No;None;0;11.sep;01.jan;Application;8,70E+13
RU91598S;ADAPTER FOR MEDICAL IMPLANT;None;None;?????????? ?? (NO);?????????? ?? (NO);None;16.feb.15;28-Oct-2013;None;None;RU91598S;RU;RU;sep.17;28-Oct-2013;2013;??????? ? ? ??? 390;None;NO;None;1;0;ALIVE;33.5;No;No;None;0;19.74;jan.65;Design Patent;8,60E+13
OA17499A;Cargo transfer vessel.;NO;CEFRONT TECHNOLOGY AS  ( NO );CEFRONT TECHNOLOGY AS (NO);CEFRONT TECHNOLOGY AS (NO);CEFRONT TECHNOLOGY AS;30-Dec-2016;23.jun.14;None;B63B39/06;None;OA;OA;0;23.jun.14;2014;CABINET SPOOR & FISHER INC NGWAFOR & PARTNERS (CM);BLVD DU 20 MAI IMMEUBLE CENTRE COMMERCIAL DE L'HÔTEL HILTON 2È ETAGE PORTE 208A PO BOX 8211 YAOUNDE;NO;None;1;2;ALIVE;0;No;No;None;0;0;0;Patent;8,50E+13
CN302343398S;Outdoor Light;NO;None;??????? (NO);??????? (NO);None;06.mar.13;24.sep.12;None;None;None;CN;CN;jan.25;10.apr.12;2012;?? ?????????????? (CN);None;NO;None;1;1;DEAD;0;No;No;None;0;12.mai;0;Design Patent;7,50E+13
CN301633198S;Battery case;NO;None;???·???;???·???;None;03.aug.11;09.jun.10;None;None;None;CN;CN;jan.43;"09-Dec-2009
08-Mar-2010";2009;??? ??????????? (CN);None;NO;None;1;1;DEAD;0;No;No;None;0;14.mar;0;Design Patent;7,50E+13
IND227799S;SOFA;NO;EKORNES ASA  ( NO );EKORNES ASA (NO);EKORNES ASA (NO);EKORNES ASA;12.mar.10;12.mar.10;None;None;IND227799S;IN;IN;07.feb;15.sep.09;2009;None;None;NO;None;1;0;ALIVE;25.des;No;No;None;0;11.sep;03.mar;Design Application;7,28E+13
IN202241003698A;Security model to predict threat in android applications and IoT;IN;MR RAHUL NEWARE  ( NO );MR RAHUL NEWARE (NO);MR RAHUL NEWARE (NO);MR RAHUL NEWARE;04.feb.22;22.jan.22;None;"G06Q50/00; H04L29/06; H04L29/08; G06F21/57; G06F21/53";IN202241003698A;IN;IN;apr.71;22.jan.22;2022;KUSUMSUGUR@YAHOOIN;None;NO;IN-1;1;1;ALIVE;apr.88;No;No;None;0;27.44;03.mar;Application;7,22E+13
IB084798S;"Glove for protection [for household, medical or other
purposes]";None;GRANBERG AS  ( NO );GRANBERG AS (NO);GRANBERG AS (NO);GRANBERG AS;14.nov.14;31-Oct-2014;None;None;IB084798S;IB;IB;jul.89;31-Oct-2014;2014;None;None;NO;LT-1;1;1;ALIVE;33.5;No;No;None;0;nov.94;0;Design Patent;5,10E+13
IB081898S;Shellfish cutlery;NO;FAIR DEAL AS  ( NO );FAIR DEAL AS (NO);FAIR DEAL AS (NO);FAIR DEAL AS;21.mar.14;16.sep.13;None;None;IB081898S;IB;IB;jul.91;21.mar.13;2013;NORSK PATENTBYRA AS (NO);PO BOX 1204 VIKA N 0110 OSLO (NO);NO;None;1;0;ALIVE;33.5;No;No;None;0;des.14;0;Design Patent;5,10E+13
IB076999S;Potato chips;EM;ESTRELLA MAARUD HOLDING AS  ( NO );ESTRELLA MAARUD HOLDING AS (NO);ESTRELLA MAARUD HOLDING AS (NO);ESTRELLA MAARUD HOLDING AS;31.jan.12;11.jul.11;None;None;IB076999S;IB;IB;jul.91;12.jan.11;2011;HOFFMANN EITLE (DE);PATENT  UND RECHTSANWÄLTE PARTMBB ARABELLASTRASSE 30 81925 MÜNCHEN (DE);NO;None;1;1;ALIVE;33.5;No;No;None;0;des.14;0;Design Patent;5,10E+13
CA224107S;BICYCLE HELMET;NO;ACTIVE BRANDS AS  ( OSLO ,  NO );ACTIVE BRANDS AS (OSLO, NO);ACTIVE BRANDS AS (OSLO, NO);ACTIVE BRANDS AS;16.jul.24;08.aug.23;None;None;"JP1766685S
 CA224107S";CA;CA;0;08.feb.23;2023;None;None;NO;None;1;0;ALIVE;0;No;No;None;0;0;0;Design Patent;90367699
